Year,Team,Conference,Wins,Losses,Bowl Game,Average Attendance,total_revenue,total_expense
2012,UT Martin,OVC,8.0,3.0,False,27543.0,,
2013,UT Martin,OVC,2.0,2.0,False,28890.0,,
2014,UT Martin,OVC,6.0,6.0,False,55909.5,,
2015,UT Martin,OVC,7.0,4.0,False,62196.0,,
2016,UT Martin,OVC,7.0,5.0,False,22547.666666666668,,
2017,UT Martin,OVC,6.0,5.0,False,60476.0,,
2018,UT Martin,OVC,2.0,9.0,False,30123.0,,
2019,UT Martin,OVC,7.0,5.0,False,60751.0,,
2020,UT Martin,OVC,3.0,4.0,False,,,
2021,UT Martin,OVC,10.0,3.0,False,16236.0,,
2022,UT Martin,OVC,7.0,4.0,False,101915.0,,
2023,UT Martin,Big South-OVC,8.0,3.0,False,92746.0,,
2021,UT Permian Basin,Lone Star,5.0,5.0,False,,,
2022,UT Permian Basin,Lone Star,5.0,6.0,False,,,
2023,UT Permian Basin,Lone Star,10.0,2.0,True,,,
2005,UTEP,Conference USA,8.0,4.0,True,3889.4545454545455,21325408.0,21325403.0
2006,UTEP,Conference USA,5.0,7.0,False,33689.5,23449605.0,23740388.0
2007,UTEP,Conference USA,4.0,8.0,False,32365.0,23358129.0,23207842.0
2008,UTEP,Conference USA,5.0,7.0,False,26248.08333333333,25269243.0,25707421.0
2009,UTEP,Conference USA,4.0,8.0,False,0.0,25595295.0,25547680.0
2010,UTEP,Conference USA,6.0,7.0,True,0.0,26694008.0,26614312.0
2011,UTEP,Conference USA,5.0,7.0,False,0.0,27694358.0,27660527.0
2012,UTEP,Conference USA,3.0,9.0,False,35595.916666666664,27230937.0,27092238.0
2013,UTEP,Conference USA,2.0,10.0,False,28307.58333333333,29017848.0,28964808.0
2014,UTEP,Conference USA,7.0,6.0,True,25825.666666666668,28645661.0,28521887.0
2015,UTEP,Conference USA,5.0,7.0,False,24774.0,29836835.0,29395257.0
2016,UTEP,Conference USA,4.0,8.0,False,27322.58333333333,32709050.0,32510383.0
2017,UTEP,Conference USA,0.0,12.0,False,25540.75,31781343.0,32039189.0
2018,UTEP,Conference USA,1.0,11.0,False,20826.33333333333,32855303.0,33439133.0
2019,UTEP,Conference USA,1.0,11.0,False,21734.166666666668,33481654.0,32980563.0
2020,UTEP,Conference USA,3.0,5.0,False,6621.0,32172228.0,32059940.0
2021,UTEP,Conference USA,7.0,6.0,True,19803.58333333333,30423857.0,27416563.0
2022,UTEP,Conference USA,5.0,7.0,False,23629.58333333333,33131210.0,34370528.0
2023,UTEP,Conference USA,3.0,9.0,False,18071.416666666668,40707967.0,35386434.0
2005,UTSA,,,,,,7499025.0,7675714.0
2006,UTSA,,,,,,9828305.0,9271175.0
2007,UTSA,,,,,,9987498.0,9362601.0
2008,UTSA,,,,,,10370170.0,10210111.0
2009,UTSA,,,,,,11303479.0,11244584.0
2010,UTSA,,,,,,12981694.0,12948900.0
2011,UTSA,FCS Independents,4.0,6.0,False,,16675632.0,16004767.0
2012,UTSA,Western Athletic,8.0,4.0,False,23307.33333333333,22308205.0,21223077.0
2013,UTSA,Conference USA,7.0,5.0,False,28603.75,23807953.0,24891193.0
2014,UTSA,Conference USA,4.0,8.0,False,27064.25,26937994.0,27175879.0
2015,UTSA,Conference USA,3.0,9.0,False,26652.416666666668,26807547.0,26177864.0
2016,UTSA,Conference USA,6.0,7.0,True,28180.83333333333,27426009.0,26443958.0
2017,UTSA,Conference USA,6.0,5.0,False,23764.454545454544,28772631.0,30104385.0
2018,UTSA,Conference USA,3.0,9.0,False,27133.25,30368193.0,31308818.0
2019,UTSA,Conference USA,4.0,8.0,False,27099.166666666668,33657739.0,32278508.0
2020,UTSA,Conference USA,7.0,5.0,True,6404.6,32333272.0,29952605.0
2021,UTSA,Conference USA,12.0,2.0,True,25524.46153846154,30361814.0,29521154.0
2022,UTSA,Conference USA,11.0,3.0,True,30237.46153846154,38183028.0,39156362.0
2023,UTSA,American Athletic,9.0,4.0,True,32593.416666666668,50434434.0,44922768.0
2014,UVA Wise,Mountain East,0.0,1.0,False,,,
2019,UVA Wise,South Atlantic,0.0,1.0,False,,,
2020,UVA Wise,South Atlantic,1.0,2.0,False,,,
2021,UVA Wise,South Atlantic,5.0,6.0,False,,,
2022,UVA Wise,South Atlantic,2.0,9.0,False,,,
2023,UVA Wise,South Atlantic,2.0,9.0,False,,,
2022,Union (NY),Liberty League,6.0,4.0,False,,,
2023,Union (NY),Liberty League,10.0,2.0,True,,,
2019,University Of Charleston (WV),Mountain East,1.0,0.0,False,,,
2020,University Of Charleston (WV),Mountain East,3.0,0.0,False,,,
2021,University Of Charleston (WV),Mountain East,8.0,2.0,False,,,
2022,University Of Charleston (WV),Mountain East,6.0,5.0,False,,,
2023,University Of Charleston (WV),Mountain East,10.0,2.0,True,,,
2021,University of Mary,Northern Sun,4.0,7.0,False,,,
2022,University of Mary,Northern Sun,2.0,9.0,False,,,
2023,University of Mary,Northern Sun,2.0,9.0,False,,,
2014,University of Mount Union,Ohio,0.0,1.0,True,,,
2015,University of Mount Union,Ohio,1.0,0.0,True,,,
2017,University of Mount Union,Ohio,1.0,0.0,True,,,
2018,University of Mount Union,Ohio,0.0,1.0,True,,,
2020,University of Mount Union,Ohio,3.0,0.0,False,,,
2022,University of Mount Union,Ohio,14.0,1.0,True,,,
2023,University of Mount Union,Ohio,11.0,1.0,True,,,
2022,University of Rochester (NY),Liberty League,3.0,7.0,False,,,
2023,University of Rochester (NY),Liberty League,5.0,5.0,False,,,
2021,Upper Iowa University,Northern Sun,1.0,10.0,False,,,
2022,Upper Iowa University,Northern Sun,1.0,10.0,False,,,
